Distance,X,Y
3442.3573589530306,6989.0,9249.0
3467.1602777777757,7000.335362994479,9021.291784783272
3468.1248494820757,7001.0,9012.0
3480.9715143503176,7012.0,8884.0
3483.2158333333314,7014.407670462308,8861.556261175072
3495.3777530495063,7030.0,8741.0
3502.4158333333316,7040.770662961735,8672.212304477787
3508.177760664598,7051.0,8614.0
3528.0158333333316,7097.189653678118,8392.320087287322
3533.7557414021394,7111.0,8333.0
3562.971388888887,7180.047889563628,8081.640553467185
3564.0017312204154,7183.0,8072.0
3570.340595292764,7202.0,8011.0
3590.91799581762,7269.0,7817.0
3591.471388888887,7271.443327598615,7810.59641677323
3610.4047222222202,7370.41200429011,7563.325607003364
3612.9953778815557,7381.0,7537.0
3626.0713888888868,7414.066234725134,7452.846949429232
3634.9301097574444,7432.0,7405.0
3644.871388888887,7458.708874336387,7332.978295318304
3660.4269444444426,7505.385698168567,7173.726786379341
3661.4353294918433,7508.0,7161.0
3676.9122901411533,7539.0,6949.0
3685.138055555554,7544.408631652803,6864.334185257776
3706.449166666665,7525.854483729211,6721.498975360399
3710.4576323186266,7520.0,6687.0
3722.515909768337,7499.0,6565.0
3736.0401944976375,7469.0,6430.0
3742.582499999998,7452.647252746007,6364.63181568852
3748.075077906313,7439.0,6312.0
3763.660277777776,7403.9699425282315,6180.641303463272
3772.169236447243,7381.0,6078.0
3781.660277777776,7349.34824858941,5917.95157649688
3785.5732676155417,7338.0,5859.0
3813.632777777776,7317.610867454247,5666.127732153872
3814.4264226088962,7318.0,5658.0
3825.1883333333317,7326.8144398136565,5511.669611599781
3833.2129926952693,7336.0,5408.0
3848.210555555554,7357.16342310275,5309.9835350532585
3856.014809142041,7378.0,5259.0
3864.940555555554,7413.810007405968,5174.640370216228
3868.5684955432193,7429.0,5141.0
3884.4627777777764,7496.187807782721,5016.156107107264
3889.460761883583,7534.0,4953.0
3895.529444444443,7596.942560306137,4848.966002535544
3900.438712472276,7643.0,4773.0
3917.040555555554,7677.128255461112,4712.497087859257
3920.4888082533876,7682.0,4700.0
3930.207222222221,7713.617962405406,4625.624076709406
3941.1885417127633,7759.0,4510.0
3945.473888888888,7771.246048885639,4470.191673110852
3957.4733398231033,7788.0,4352.0
3967.873888888888,7781.650978933643,4197.646026171963
3971.078180201008,7778.0,4157.0
3980.1516666666653,7766.400290402534,4084.0280592242216
3989.884999999999,7746.994638693767,4030.350047840925
3990.61687195948,7745.0,4025.0
3999.6627777777762,7714.19544294386,3943.626734244666
4007.6774167113003,7680.0,3866.0
4011.3141829047363,7663.0,3834.0
4016.6961111111095,7634.109445541107,3785.1479068687922
4034.1961111111095,7520.294329744106,3627.1843432713067
4035.021579470974,7515.0,3621.0
4049.5961111111096,7424.427205473976,3532.8569918829385
4059.5528630871386,7352.0,3480.0
4062.651666666665,7326.28375357712,3463.0433519177204
4066.174702610022,7296.0,3444.0
4086.5711057355493,7116.0,3346.0
4087.051666666665,7111.734992565661,3343.7785222653674
4098.073888888887,7014.303324004514,3292.763608175231
4103.125115123111,6971.0,3268.0
4109.184999999999,6920.877036345254,3236.617771368717
4117.1626060585195,6858.0,3192.0
4132.942526753855,6741.0,3090.0
4134.884999999998,6726.781368915093,3076.337666544743
4138.700231233929,6699.0,3049.0
4152.218333333331,6604.275697756986,2949.8265441197073
4154.622564744126,6588.0,2932.0
4169.320078954776,6492.0,2822.0
4178.718333333331,6433.773745615843,2749.829704691125
4187.10646043567,6384.0,2683.0
4200.52712317534,6309.0,2571.0
4211.596111111109,6251.246337289178,2479.097518396072
4218.656487624754,6209.0,2406.0
4240.1693215915275,6058.0,2121.0
4242.339444444442,6047.933080631934,2101.440315269506
4261.072777777776,6005.315859653371,2014.7478010217897
4266.656287532787,5989.0,1981.0
4276.850555555554,5945.5434993652,1892.0812855896581
4282.490736996833,5920.0,1840.0
4292.794999999997,5877.8387431071815,1754.1797897759277
4301.724675601797,5836.0,1668.0
4318.661666666665,5727.527797560334,1440.8571720106245
4324.4360885870965,5697.0,1377.0
4331.602499999999,5669.624936055817,1320.1546364826627
4352.171527789218,5619.0,1216.0
4354.469166666665,5610.328643225945,1197.7961533475539
4365.344002398668,5563.0,1098.0
4380.269795287423,5504.0,974.0
4390.891388888888,5464.041957424125,890.0039512093074
4405.163847493508,5397.0,750.0
4410.824722222221,5360.270506274823,673.8775935970473
4426.877893670351,5252.0,450.0
4427.546944444443,5248.782771289288,443.3286342372491
4440.924722222221,5210.410388827588,363.1858882860457
4453.674430839067,5187.0,314.0
4454.346944444443,5185.354273065621,310.5722867966825
4516.359686824784,4915.0,-247.0
4522.12472222222,4889.352094313872,-300.1813353409883
4535.680277777777,4831.577019479229,-420.43684707867556
4536.781756665003,4827.0,-430.0
4546.951697910726,4783.0,-522.0
4556.01361111111,4730.131473247861,-631.7346421539929
4579.076732144079,4587.0,-927.0
4596.546944444443,4556.356274009969,-989.8306358538147
4599.3330801485745,4550.0,-1003.0
4610.058055555554,4511.948781252942,-1082.1847530633713
4626.363708137326,4433.0,-1246.0
4644.942477996864,4351.0,-1413.0
4650.591388888888,4325.902354650991,-1463.4001891719463
4663.474342254977,4268.0,-1579.0
4676.935672480232,4208.0,-1699.0
4677.524722222221,4205.372807734337,-1704.2543660252504
4695.452096324143,4125.0,-1865.0
4697.724722222221,4114.729041263361,-1885.5724669174194
4713.969382107685,4042.0,-2031.0
4731.391388888887,3965.473895381448,-2181.020454312936
4734.168671884113,3950.0,-2211.0
4751.0020448930545,3841.0,-2421.0
4751.591388888888,3837.7888768247153,-2427.1691457871984
4779.623454954494,3737.0,-2619.0
4781.975555555554,3727.1933509580326,-2637.4411386045167
4796.404460204446,3658.0,-2767.0
4798.753333333332,3646.5787774665905,-2788.2571063614632
4812.175555555554,3582.2950071025134,-2906.764110595554
4814.771467031803,3570.0,-2929.0
4832.242222222221,3485.859498036037,-3076.917494269805
4836.5093559648385,3462.0,-3118.0
4848.964444444443,3381.8968548825455,-3254.389758715038
4854.868041568801,3343.0,-3318.0
4865.575555555554,3276.0934369669285,-3420.820829274898
4888.83111111111,3148.479592518908,-3596.054233959729
4889.729566928584,3144.0,-3602.0
4901.639444444443,3087.6968719096535,-3675.512690597287
4917.0838888888875,2996.859575544242,-3773.339875732926
4919.490891490186,2976.0,-3792.0
4931.861666666665,2839.428173295478,-3902.481714502912
4938.465363621422,2773.0,-3953.0
4946.139444444443,2719.4982147215005,-3991.7102653554034
4957.472777777776,2671.3231321659564,-4016.99762764161
4965.219087483713,2598.0,-4043.0
4976.008465007108,2440.0,-4094.0
4981.872777777776,2379.863856544417,-4110.7080568891015
4998.468885395614,2285.0,-4117.0
5000.306111111109,2269.733673584185,-4116.931921369575
5011.585878001638,2156.0,-4113.0
